fips,PST045213,PST040210,PST120213,POP010210,AGE135213,AGE295213,AGE775213,SEX255213,RHI125213,RHI225213,RHI325213,RHI425213,RHI525213,RHI625213,RHI725213,RHI825213,POP715212,POP645212,POP815212,EDU635212,EDU685212,VET605212,LFE305212,HSG010213,HSG445212,HSG096212,HSG495212,HSD410212,HSD310212,INC910212,INC110212,PVY020212,BZA010212,BZA110212,BZA115212,NES010212,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030212,LND110210,POP060210
27007,45670,44442,2.8,44442,7.7,25.3,14.0,50.0,74.5,0.7,20.8,0.7,0.1,3.2,1.9,73.6,85.0,2.2,5.9,89.7,28.0,3565,19.2,20567,70.8,14.1,147600,16688,2.56,21736,44038,20.7,1142,14237,3.6,2939,4667,0.0,2.6,0.0,0.0,0.0,19.5,279841,0,627360,14510,65600,127,2504.94,17.7
27009,39214,38451,2.0,38451,6.8,24.5,13.2,49.9,94.6,2.2,0.5,1.1,0.0,1.6,2.0,92.9,84.2,1.8,3.4,90.4,20.2,2865,22.2,16344,71.0,23.3,160500,15421,2.44,24330,51365,14.6,910,15528,7.5,2576,3210,0.0,0.0,0.0,0.0,0.0,22.6,839106,513024,495214,12524,42112,185,408.30,94.2
27011,5122,5269,-2.8,5269,5.7,20.3,25.8,51.2,98.1,0.4,0.7,0.1,0.0,0.8,1.3,97.0,90.2,0.7,4.2,89.9,15.4,501,17.8,3104,79.8,11.2,85700,2329,2.19,24614,45545,12.9,192,1888,19.0,382,0,0.0,0.0,0.0,0.0,0.0,0.0,0,185824,32850,6147,0,5,499.02,10.6
27013,65528,64013,2.4,64013,5.7,19.6,12.5,49.7,92.5,3.2,0.4,2.4,0.0,1.5,2.9,89.9,79.5,3.7,6.0,94.0,30.8,4255,16.9,26766,66.6,26.8,161700,24259,2.48,24785,49306,19.4,1938,34888,1.8,3986,5998,0.0,0.0,1.1,0.0,0.0,22.5,2728744,1275912,1211463,20200,138977,452,747.84,85.6
27015,25332,25893,-2.2,25893,5.8,21.7,19.8,50.1,98.1,0.4,0.2,0.7,0.0,0.6,3.6,94.6,90.8,1.5,5.6,90.0,19.5,2300,15.0,11451,78.5,15.1,121500,10818,2.27,26321,47915,9.0,756,12192,0.4,1735,2801,0.0,0.0,0.0,0.0,0.0,0.0,1596868,547091,301204,11618,40488,31,611.09,42.4
27017,35460,35386,0.2,35386,5.9,23.0,16.0,48.0,89.5,1.6,5.9,0.6,0.0,2.4,1.6,88.5,89.3,1.2,4.5,91.3,21.9,3250,21.6,15687,78.5,10.5,160900,13739,2.44,24420,52943,11.9,702,8069,4.0,2010,3205,0.0,0.9,0.0,0.0,0.0,26.9,0,0,357385,10620,32568,72,861.38,41.1
27019,95562,91042,5.0,91042,6.4,28.3,9.6,50.3,93.7,1.5,0.3,2.9,0.0,1.6,4.1,90.1,88.5,6.0,8.6,95.3,43.5,4816,25.0,35730,81.5,13.5,273600,33017,2.74,37119,83275,5.2,2382,36232,6.1,7563,9282,0.0,0.0,0.7,0.0,0.6,28.2,3149535,1484320,807141,9139,91065,536,354.33,256.9
27021,28555,28567,0.0,28567,5.6,21.3,23.4,49.2,85.1,0.3,11.9,0.4,0.0,2.2,1.6,84.3,90.6,1.0,2.9,90.4,19.7,3431,22.2,25109,81.6,4.1,179200,12926,2.18,25097,43992,16.5,802,6251,-3.3,2606,3145,0.0,1.4,0.0,0.0,0.0,19.6,0,44299,276752,9663,146417,157,2021.54,14.1
27023,12093,12441,-2.8,12441,5.8,23.0,19.9,50.6,95.4,0.7,1.1,0.6,0.9,1.3,5.2,90.5,86.3,3.6,7.1,87.4,17.0,940,17.4,5690,72.5,14.5,99300,5188,2.33,25348,46579,9.4,408,5217,1.6,869,1349,0.0,0.0,0.0,0.0,0.0,22.2,175820,201428,168339,13563,11559,16,581.12,21.4
27025,53761,53887,-0.2,53887,5.4,24.0,13.4,48.3,95.8,1.3,0.7,0.9,0.0,1.3,1.9,94.2,88.3,1.8,3.8,92.9,19.0,3998,32.0,21184,85.1,8.0,211200,19669,2.63,27897,66592,7.6,1206,12217,-2.7,3852,6042,0.0,0.0,0.9,0.0,0.0,29.6,403091,0,428633,8586,43041,106,414.86,129.9
27027,60661,58999,2.8,58999,6.6,23.0,12.4,50.8,93.4,1.6,1.5,1.4,0.0,2.1,4.0,89.9,83.2,3.0,5.7,93.4,30.3,3602,18.4,24434,69.9,24.3,154100,22357,2.45,24171,52136,12.5,1242,17379,3.5,3789,5098,0.0,0.0,0.0,0.0,0.0,26.3,317074,0,630252,11534,58515,214,1045.37,56.4
27029,8838,8695,1.6,8695,6.5,24.8,19.0,49.2,86.8,0.4,9.3,0.4,0.0,3.1,1.6,85.9,89.0,1.0,5.0,84.9,14.1,901,25.5,4725,77.6,8.1,116500,3639,2.35,21876,41896,15.1,198,2342,2.2,684,1057,0.0,0.0,0.0,0.0,0.0,23.3,0,14153,42917,5213,0,3,998.94,8.7
27031,5200,5176,0.5,5176,4.7,16.7,23.7,50.7,87.3,0.7,8.7,0.6,0.0,2.6,1.8,86.3,86.6,2.7,7.3,93.4,36.3,589,16.6,5926,71.8,8.9,236500,2630,1.95,31713,50309,9.8,285,2019,2.3,768,914,0.0,0.0,0.0,0.0,0.0,0.0,0,0,61860,11420,40376,53,1452.28,3.6
27033,11616,11687,-0.6,11687,6.3,23.2,22.4,50.6,94.0,0.9,0.4,3.0,0.2,1.5,7.0,88.0,90.5,4.6,8.9,85.6,18.3,911,15.4,5401,80.8,11.5,83700,4830,2.34,23186,43225,12.7,352,4547,-0.2,829,1221,0.0,0.0,0.0,0.0,0.0,0.0,636146,177207,90280,7982,8984,32,638.61,18.3
27035,63208,62500,1.1,62500,6.0,22.3,20.1,50.1,96.6,0.6,0.9,0.4,0.0,1.5,1.3,95.5,86.1,1.4,2.1,92.1,22.0,6027,21.3,40591,75.0,10.7,184000,26916,2.29,26285,46822,13.4,2082,25368,1.9,5044,7171,0.0,0.0,0.0,0.0,0.0,26.0,0,278685,1141915,18535,149594,310,999.10,62.6
27037,408509,398552,2.5,398552,6.6,25.2,11.6,50.8,86.7,5.4,0.5,4.7,0.1,2.6,6.5,81.1,87.4,8.1,11.0,94.7,38.4,28443,24.1,161868,76.9,21.1,229400,153160,2.59,34702,73288,6.4,9963,166581,1.9,27715,36982,2.8,0.0,2.7,0.1,1.8,28.3,12930085,4415457,5163980,13231,614280,1022,562.17,709.0
27039,20349,20087,1.3,20087,6.7,27.9,13.0,50.1,97.3,0.6,0.3,0.5,0.0,1.2,4.7,93.0,92.1,2.0,4.8,91.7,22.0,1517,23.3,7981,86.2,8.4,160400,7358,2.70,28270,66959,7.3,433,3955,-1.1,1332,1815,0.0,0.0,0.0,0.0,0.0,31.8,0,244797,91773,4727,11799,50,439.28,45.7
27041,36545,36009,1.5,36009,5.4,21.2,21.2,50.1,97.6,0.5,0.4,0.5,0.0,1.0,1.3,96.5,86.1,1.1,2.7,92.4,23.6,3412,18.7,20280,75.2,14.6,190500,15919,2.23,26778,50365,10.3,1340,17091,6.6,3297,3768,0.0,0.0,0.0,0.0,0.0,13.5,688179,0,625509,17390,71018,89,637.30,56.5
27043,14191,14553,-2.5,14553,5.5,21.5,22.4,50.3,97.8,0.4,0.5,0.4,0.0,0.8,6.0,92.2,90.6,1.9,5.5,89.6,16.6,1401,19.8,7052,79.8,10.5,87000,6340,2.23,24690,43835,12.4,455,4391,1.6,1170,1616,0.0,0.0,0.0,0.0,0.0,31.4,408570,142934,116717,7861,10517,14,712.48,20.4
27045,20835,20866,-0.1,20866,6.3,23.7,20.0,49.9,98.3,0.3,0.2,0.4,0.0,0.8,1.1,97.4,89.8,1.1,5.8,88.1,18.5,1718,26.1,9788,79.0,10.3,136400,8525,2.39,24859,48717,12.9,610,4594,-1.8,1702,1936,0.0,0.0,0.0,0.0,0.0,15.5,377422,116089,176767,8404,14499,69,861.30,24.2
27047,30948,31255,-1.0,31255,5.8,21.9,21.2,50.4,96.0,1.1,0.4,1.2,0.1,1.2,9.3,87.4,88.9,2.5,6.4,87.8,14.3,2956,18.1,14201,76.9,14.1,107900,13297,2.30,25645,43962,11.8,813,11306,1.4,1947,2827,0.0,0.0,0.0,0.0,0.0,21.8,766952,412074,492110,15755,33762,38,707.09,44.2
27049,46464,46183,0.6,46183,6.1,23.3,18.0,50.3,95.3,1.2,1.3,0.7,0.1,1.4,3.1,92.6,88.8,2.3,4.6,91.4,22.5,4089,23.4,20253,77.3,16.7,184700,18690,2.42,28672,55603,8.7,1311,19824,3.1,3101,4417,0.0,0.0,0.0,0.0,0.0,24.3,1332287,313866,595766,13030,254569,53,756.84,61.0
27051,5989,6018,-0.5,6018,5.6,21.4,23.1,50.2,97.6,0.4,0.4,0.3,0.1,1.2,1.8,96.3,90.4,1.4,2.9,89.8,18.4,569,22.5,3303,78.5,10.4,98100,2636,2.22,26175,47333,9.9,208,1509,5.7,546,476,0.0,0.0,0.0,0.0,0.0,0.0,0,293825,56392,9421,0,1,548.16,11.0
27053,1198778,1152425,4.0,1152425,6.6,22.4,12.2,50.8,76.4,12.4,1.2,6.9,0.1,3.1,6.8,70.8,82.2,12.7,16.6,92.2,45.5,66165,22.6,517574,64.3,36.4,238300,478563,2.37,37305,63559,12.6,38921,850609,6.6,98258,123360,5.2,0.7,3.4,0.0,1.3,28.8,20957675,34472526,22278830,19646,3279149,5505,553.59,2081.7
27055,18799,19027,-1.2,19027,4.9,21.6,19.2,50.3,97.3,0.6,0.2,0.5,0.0,1.4,0.8,96.7,89.9,0.8,2.6,91.4,23.2,1599,21.1,8602,80.9,11.4,151100,7811,2.39,26761,53453,9.8,438,3795,-5.8,1450,1684,0.0,0.0,0.0,0.0,0.0,0.0,0,0,152459,7810,8029,35,552.06,34.5
27057,20658,20428,1.1,20428,5.7,20.9,23.0,49.9,94.8,0.4,2.6,0.4,0.1,1.8,1.8,93.5,91.0,1.5,2.8,91.8,22.0,2381,22.5,14520,82.1,4.9,170800,8579,2.35,24739,45623,12.1,594,4525,4.8,1687,2550,0.0,0.0,0.0,0.0,0.0,24.1,328593,35255,200851,10722,20637,18,925.68,22.1
27059,38204,37816,1.0,37816,6.3,24.8,14.1,49.7,96.1,0.8,0.5,0.9,0.1,1.6,1.7,94.8,88.1,1.2,2.8,91.8,16.9,3048,33.1,15307,82.1,11.5,185400,13768,2.72,25519,58775,8.1,814,8613,5.4,2640,3407,0.0,0.0,0.0,0.0,0.0,23.5,317710,0,405211,10414,30395,38,435.79,86.8
27061,45564,45058,1.1,45058,5.5,21.4,20.4,49.5,93.1,0.4,3.8,0.3,0.0,2.3,1.2,92.3,88.0,1.0,2.4,92.8,20.8,4774,21.8,27042,80.5,8.1,153200,18968,2.33,24170,46180,12.5,1165,13948,6.3,3106,3776,0.0,0.8,0.0,0.0,0.0,22.0,627175,160561,521587,11733,51027,101,2667.72,16.9
27063,10260,10266,-0.1,10266,5.6,22.5,19.9,49.4,96.3,0.6,0.4,1.6,0.0,1.1,3.5,93.3,90.6,2.6,4.2,91.0,17.3,983,18.5,4986,78.0,10.6,95100,4520,2.22,27158,49886,11.5,313,5419,5.3,757,805,0.0,0.0,0.0,0.0,0.0,16.5,409641,151733,80280,7346,7751,15,702.98,14.6
27065,15996,16239,-1.5,16239,5.0,22.2,18.1,49.4,96.8,0.5,0.7,0.4,0.0,1.5,1.8,95.3,89.3,1.1,2.8,86.4,13.6,1490,33.0,7777,81.5,8.8,151900,6346,2.53,21580,46323,13.1,287,3161,-0.8,1063,1562,0.0,0.0,0.0,0.0,0.0,27.8,114482,4933,150453,9309,9999,17,521.59,31.1
27067,42410,42239,0.4,42239,6.5,23.7,17.1,49.9,94.7,3.3,0.4,0.6,0.1,0.9,11.4,84.0,87.2,4.5,11.0,88.8,21.4,3198,17.0,19513,73.5,17.1,162200,17287,2.38,27047,50156,12.9,1404,18904,-0.7,3090,4726,0.0,0.0,0.0,0.0,0.0,19.8,818684,0,597567,14621,51963,70,796.79,53.0
27069,4503,4552,-1.1,4552,5.1,21.9,22.9,49.7,98.2,0.3,0.5,0.4,0.0,0.7,2.3,96.2,93.2,2.9,3.4,89.3,20.7,399,19.4,2590,82.9,8.3,66600,1935,2.28,26184,49301,9.2,146,1166,14.5,345,480,0.0,0.0,0.0,0.0,0.0,0.0,0,217527,41288,9212,0,9,1098.80,4.1
27071,13206,13311,-0.8,13311,4.6,20.0,20.9,50.1,94.6,0.7,2.6,0.3,0.0,1.7,1.3,93.6,87.3,4.7,3.9,89.2,17.5,1301,17.9,7838,75.8,12.4,96800,6154,2.11,25671,40167,12.0,393,4051,-6.4,866,1148,0.0,0.0,0.0,0.0,0.0,0.0,0,16799,164966,12325,21260,12,3104.07,4.3
27073,7027,7259,-3.2,7259,5.4,21.0,24.6,50.1,97.7,0.4,0.3,0.6,0.1,0.9,2.0,96.0,90.9,1.2,2.5,90.2,16.9,650,16.8,3672,84.3,8.7,78700,3059,2.31,26944,50203,7.1,203,1947,0.1,598,909,0.0,0.0,0.0,0.0,0.0,19.8,0,96196,61599,8474,0,12,765.02,9.5
27075,10777,10866,-0.8,10866,5.1,18.6,23.9,49.1,97.3,0.4,0.6,0.3,0.0,1.4,1.2,96.2,87.4,1.4,2.6,92.9,20.2,1271,20.8,7754,81.3,6.0,147100,5091,2.06,27670,47210,13.1,298,3433,5.8,812,1014,0.0,0.0,0.0,0.0,0.0,0.0,156799,0,119763,11121,33945,52,2109.29,5.2
27077,3929,4045,-2.9,4045,4.8,18.6,21.5,48.6,96.1,0.3,0.8,0.8,0.0,2.1,1.6,94.6,88.3,2.6,1.9,90.3,14.8,484,17.5,3649,89.7,2.8,126000,1749,2.29,24456,41979,17.7,158,1323,-2.5,388,0,0.0,0.0,0.0,0.0,0.0,0.0,0,11644,39851,9847,20371,21,1297.87,3.1
27079,27810,27703,0.4,27703,6.2,25.0,15.6,49.6,97.3,0.6,0.4,0.7,0.0,1.0,5.6,91.9,89.4,2.5,5.9,90.8,21.9,2121,24.7,12412,82.6,10.1,183500,10992,2.50,27123,57831,9.1,673,6506,3.9,2001,2780,0.0,0.0,0.0,0.0,0.0,26.6,623932,131977,206212,7359,17014,44,448.76,61.7
27081,5830,5896,-1.1,5896,6.0,22.4,25.1,50.0,98.5,0.1,0.2,0.4,0.1,0.6,1.8,96.8,90.4,1.5,3.5,91.6,17.5,603,19.7,3112,83.3,8.5,81300,2542,2.25,25533,47778,7.4,209,1598,4.2,477,0,0.0,0.0,0.0,0.0,0.0,0.0,0,77617,53106,9136,0,14,536.76,11.0
27083,25487,25857,-1.4,25857,7.2,24.5,14.3,50.3,92.7,2.4,0.7,2.8,0.0,1.5,6.2,87.1,82.3,5.2,9.9,90.6,26.1,1637,15.3,11134,67.4,25.3,138700,10191,2.40,24427,47256,14.0,812,13174,0.9,1731,2302,0.0,0.0,0.0,0.0,1.9,27.2,697038,0,378877,15250,37308,64,714.56,36.2
27085,35918,36651,-2.0,36651,6.1,24.2,16.9,50.3,97.2,0.7,0.3,0.7,0.1,1.0,5.3,92.4,88.1,3.2,6.2,91.0,18.0,2910,21.6,15691,76.6,18.0,161000,14937,2.41,27644,55275,7.7,983,15626,-5.7,2415,3096,0.0,0.0,0.0,0.0,0.0,27.4,1603433,0,477130,12850,39793,20,491.47,74.6
27087,5532,5413,2.2,5413,10.8,30.3,16.8,49.7,48.9,0.3,41.3,0.2,0.0,9.3,2.3,48.5,88.9,1.0,4.7,84.6,13.8,450,20.6,2765,74.3,9.0,96800,2047,2.62,19093,39442,27.2,101,1581,-1.0,317,400,0.0,21.3,0.0,0.0,0.0,16.8,0,9896,20236,3997,0,0,557.88,9.7
27089,9425,9439,-0.1,9439,5.7,22.8,19.9,49.2,97.5,0.5,0.9,0.3,0.1,0.9,4.1,93.9,91.1,1.6,7.6,86.9,17.0,764,22.6,4780,82.2,10.3,87800,4082,2.29,26719,51000,7.9,261,1670,1.6,638,971,0.0,0.0,0.0,0.0,0.0,21.4,0,246744,118568,12580,0,4,1775.07,5.3
27091,20422,20840,-2.0,20840,5.3,21.5,21.5,50.7,97.5,0.5,0.3,0.7,0.0,1.0,3.8,94.1,90.7,1.9,4.7,88.4,18.4,1965,15.4,9946,75.6,16.1,102200,8887,2.29,26066,46790,10.6,614,8326,-1.1,1479,1656,0.0,0.0,0.0,0.0,0.0,19.6,779422,0,268228,13145,24429,15,712.35,29.3
27093,23119,23300,-0.8,23300,6.4,24.7,17.6,49.0,98.0,0.5,0.3,0.4,0.1,0.8,3.4,95.0,90.6,1.9,4.3,90.2,16.6,1988,24.5,10665,81.1,10.7,161500,9402,2.43,25139,52705,10.6,581,6166,1.2,1738,1997,0.0,0.0,0.0,0.0,0.0,15.9,692594,98587,174062,7488,13868,52,608.18,38.3
27095,25833,26097,-1.0,26097,6.3,24.4,17.5,49.7,91.1,0.5,6.0,0.4,0.0,1.9,1.8,89.9,85.4,1.2,4.5,88.1,14.6,2427,28.8,12664,76.0,12.4,153900,10457,2.44,22146,46363,14.0,672,7975,4.9,1766,2773,0.0,0.0,0.0,0.0,0.0,24.7,215116,160149,251779,9603,200475,25,572.31,45.6
27097,32872,33198,-1.0,33198,6.3,23.9,17.1,49.6,97.6,0.5,0.3,0.4,0.0,1.1,1.4,96.4,89.0,1.1,3.3,88.1,15.8,2947,25.0,15747,79.9,9.6,156400,13564,2.40,23269,47110,13.2,888,8307,-1.5,2376,3330,0.0,0.0,0.0,0.0,0.0,21.7,504128,249703,361223,11034,32087,69,1125.06,29.5
27099,39327,39163,0.4,39163,7.1,24.8,17.6,50.2,92.5,3.3,0.5,2.1,0.2,1.5,11.0,82.3,86.2,7.4,11.7,87.1,16.2,3179,17.8,16936,73.2,15.6,108000,15990,2.41,24005,46239,15.8,849,14515,1.7,2021,2775,0.0,0.0,0.0,0.0,0.0,22.5,0,229753,347668,9133,41794,30,711.33,55.1
27101,8533,8725,-2.2,8725,5.5,21.7,23.7,50.3,97.2,0.4,0.2,1.1,0.0,0.9,3.2,94.6,91.8,2.0,3.6,89.5,16.3,855,18.5,4569,82.9,7.1,91500,3861,2.21,26252,50039,10.1,300,2477,6.2,719,848,0.0,0.0,0.0,0.0,0.0,29.2,0,283172,46600,5492,0,22,704.70,12.4
27103,33032,32727,0.9,32727,6.1,22.2,13.4,49.8,94.6,2.3,0.4,1.4,0.0,1.4,4.2,90.8,83.0,2.2,5.3,93.5,33.1,2070,15.8,13039,74.7,18.5,169200,12163,2.48,26343,59490,11.0,641,11700,3.0,2109,2858,0.0,0.0,0.0,0.0,0.0,27.6,872321,194274,164856,5186,25556,77,448.49,73.0
27105,21617,21378,1.1,21378,8.1,26.2,15.8,48.2,86.6,4.0,1.4,6.5,0.2,1.4,25.3,63.4,85.4,16.8,25.2,79.0,14.4,1494,15.2,8537,73.2,16.2,104900,7937,2.64,21883,47539,17.2,610,9088,-2.6,1278,1712,0.0,0.0,0.0,0.0,3.5,21.1,951960,478177,303588,15111,26072,17,715.11,29.9
27107,6631,6852,-3.2,6852,4.8,23.1,21.8,49.7,94.4,0.5,2.2,0.5,0.0,2.5,4.7,90.2,93.3,1.5,5.6,87.7,14.1,614,22.4,3404,80.6,10.3,81900,2782,2.39,24308,45000,11.3,184,1321,-1.5,494,694,0.0,0.0,0.0,0.0,0.0,0.0,0,58396,52466,7965,0,6,872.79,7.9
27109,149226,144260,3.4,144248,7.2,24.9,13.6,51.1,86.2,5.5,0.3,5.9,0.1,2.0,4.5,82.2,86.2,9.7,12.6,94.0,40.4,9818,17.3,61213,75.2,21.3,172400,56840,2.49,33934,66667,8.5,3457,78882,3.1,9370,10097,0.0,0.0,2.1,0.0,0.8,25.7,2971351,777919,2182050,15631,326873,431,653.35,220.8
27111,57581,57303,0.5,57303,5.7,21.3,22.0,49.7,96.4,1.1,0.6,0.6,0.1,1.2,3.0,93.7,89.0,2.4,4.9,90.1,22.1,5886,20.4,35465,79.0,9.7,161900,24394,2.29,25561,47579,12.2,1685,18805,1.8,4787,6508,0.0,0.4,0.0,0.0,0.0,19.8,1054359,322526,704539,12366,62687,115,1972.07,29.1
27113,14118,13930,1.3,13930,6.9,23.5,16.2,50.1,94.0,1.6,1.9,0.8,0.0,1.7,3.4,91.3,87.0,2.2,4.7,88.7,16.0,1137,15.0,6262,75.2,17.9,100800,5783,2.33,24346,47880,10.6,401,9488,18.7,873,1005,0.0,0.0,0.0,0.0,0.0,0.0,0,0,209522,15204,43324,14,616.57,22.6
27115,29104,29750,-2.2,29750,5.2,20.8,18.0,46.6,92.1,2.2,3.3,0.6,0.0,1.8,2.6,90.0,87.3,1.9,5.1,87.3,13.4,3152,28.8,17149,80.5,7.0,151400,11967,2.32,21679,44291,14.8,597,6600,-1.9,1762,2633,0.0,0.0,0.0,0.0,0.0,20.7,0,6799,243454,8636,0,38,1411.29,21.1
27117,9270,9596,-3.4,9596,6.4,24.3,20.4,51.2,94.7,1.2,1.3,0.9,0.0,1.8,4.6,91.1,86.0,2.5,4.8,85.3,16.5,730,17.1,4459,73.3,14.4,87200,3879,2.40,23347,44817,10.1,339,3707,0.9,738,1342,0.0,0.0,0.0,0.0,0.0,0.0,0,158303,110916,11968,0,13,465.06,20.6
27119,31569,31600,-0.1,31600,6.3,23.4,17.0,49.9,94.2,1.2,1.6,0.8,0.0,2.1,5.8,89.2,84.7,2.4,7.8,88.7,22.9,2565,17.3,14599,72.0,17.7,123200,12569,2.39,24996,49859,12.2,768,9589,-2.0,2198,2909,0.0,0.0,0.0,0.0,0.0,19.2,954096,336876,297780,9692,36677,72,1971.13,16.0
27121,10932,10995,-0.6,10995,5.6,20.9,22.5,49.3,97.9,0.4,0.3,0.4,0.0,1.0,1.0,97.1,89.8,0.6,2.1,91.3,19.1,1063,19.8,6500,79.7,10.3,145300,4757,2.26,28488,51148,8.7,370,3430,-1.4,952,1366,0.0,0.0,0.0,0.0,0.0,0.0,82663,305508,103471,9428,12597,49,669.71,16.4
27123,526714,508640,3.6,508640,7.0,23.3,12.7,51.4,70.9,11.6,0.9,13.2,0.1,3.3,7.3,65.1,81.4,14.0,20.4,89.9,39.2,29969,22.4,217953,60.2,37.9,208100,204787,2.41,29484,53152,16.8,13221,286253,-0.6,35978,43851,5.6,0.6,5.1,0.0,1.7,30.6,7578926,9278366,6156546,12328,963534,977,152.21,3341.7
27125,4057,4089,-0.8,4089,6.6,24.0,18.3,49.3,95.5,0.7,2.0,0.2,0.1,1.5,3.2,93.0,91.7,1.1,4.1,87.8,14.4,369,24.3,1933,82.4,11.4,82400,1691,2.37,23075,48750,11.2,99,847,27.6,253,506,0.0,0.0,0.0,0.0,0.0,0.0,0,0,41090,9959,0,2,432.41,9.5
27127,15744,16059,-2.0,16059,6.4,24.6,20.4,50.3,89.5,0.7,5.0,3.0,0.0,1.8,2.7,87.6,90.2,2.2,5.1,87.7,15.8,1429,17.0,7239,76.9,12.2,88300,6562,2.37,24939,46071,10.5,518,5496,0.5,1088,1271,0.0,0.0,0.0,0.0,0.0,16.7,148059,210717,156822,10057,81494,14,878.57,18.3
27129,15166,15730,-3.6,15730,5.8,22.3,20.2,48.8,96.6,0.5,1.0,0.6,0.0,1.3,7.4,89.6,90.4,2.7,6.6,88.4,15.2,1293,18.0,7313,79.0,11.0,101400,6418,2.39,25109,49800,11.1,466,4385,-3.2,1054,1525,0.0,0.0,0.0,0.0,0.0,21.2,0,277711,116957,7246,0,13,982.91,16.0
27131,65049,64144,1.4,64142,5.8,22.2,13.6,48.9,91.8,3.8,0.7,2.1,0.1,1.6,7.7,84.7,81.9,6.9,11.9,90.1,27.9,3873,22.8,24420,76.2,17.4,197100,22432,2.48,25245,60438,11.0,1496,22784,1.4,4140,5177,0.0,0.0,0.0,0.0,0.0,27.0,1397918,0,599153,9666,80619,57,495.68,129.4
27133,9520,9687,-1.7,9687,6.1,24.9,20.1,50.8,96.8,0.8,0.5,0.7,0.0,1.2,2.6,94.6,90.0,1.6,3.9,90.3,18.3,936,21.4,4264,75.8,15.2,111300,3967,2.36,23539,45660,11.9,261,2564,3.4,762,752,0.0,0.0,0.0,0.0,0.0,25.7,0,88474,109119,11531,0,16,482.46,20.1
27135,15520,15629,-0.7,15629,6.1,24.8,15.3,48.9,94.1,0.4,1.3,2.6,0.0,1.6,1.0,93.3,88.0,2.8,3.9,90.1,17.0,1211,15.9,7378,77.6,12.1,102900,6380,2.42,24427,50620,10.4,411,7142,0.6,1168,1434,0.0,0.0,0.0,0.0,0.0,0.0,0,0,179942,11273,24494,7,1671.60,9.3
27137,200540,200226,0.2,200226,5.2,19.3,16.9,49.8,92.9,1.5,2.3,1.0,0.0,2.3,1.4,91.8,83.4,2.1,4.2,92.8,25.9,18172,19.4,102879,71.2,20.3,140500,85478,2.23,25688,46231,16.1,5371,84560,2.9,11522,16970,0.9,0.0,1.1,0.0,0.0,25.5,0,1128194,2760528,14051,498616,330,6247.40,32.0
27139,137232,129928,5.6,129928,7.4,29.0,8.9,50.2,87.5,3.3,1.0,6.1,0.1,2.0,4.7,83.5,89.9,8.5,12.0,94.5,37.5,7280,26.2,48616,85.4,9.2,253100,45133,2.88,35061,84571,5.2,3167,39605,4.2,10185,12029,1.5,0.4,3.0,0.0,1.0,30.1,1924968,1300774,1169699,9270,527464,590,356.48,364.5
27141,90158,88499,1.9,88499,6.8,27.7,9.7,48.9,94.6,2.0,0.5,1.2,0.0,1.6,2.4,92.6,87.2,2.8,4.4,92.9,24.4,6170,31.4,32618,82.0,11.8,202600,29968,2.89,27593,72041,8.0,1895,19651,1.4,6372,8937,0.0,0.0,1.1,0.0,0.0,24.5,683259,231733,844316,9845,75305,149,432.92,204.4
27143,15072,15226,-1.0,15226,6.2,24.9,17.1,50.0,97.2,0.5,0.4,0.6,0.0,1.2,8.0,89.9,89.4,4.0,8.7,87.8,14.2,1031,24.9,6548,79.7,10.4,143900,6111,2.42,25053,52996,12.7,360,3248,3.7,1072,1326,0.0,0.0,0.0,0.0,0.0,0.0,548531,69261,75457,5011,0,10,588.78,25.9
27145,152092,150642,1.0,150642,6.2,22.8,13.1,49.5,92.3,3.6,0.4,2.1,0.1,1.5,3.0,89.7,80.4,4.3,7.2,90.8,24.2,11757,20.8,62436,72.5,21.6,169000,56467,2.50,25702,53861,12.7,4301,76018,0.7,10152,13481,0.0,0.0,1.0,0.0,0.0,21.6,3745535,1813571,2423575,16539,251180,387,1343.13,112.2
27147,36465,36576,-0.3,36576,6.9,25.5,15.6,50.6,94.8,2.7,0.3,0.9,0.0,1.3,7.2,87.9,85.9,3.6,7.0,91.8,24.8,2572,17.9,15357,77.3,16.9,157500,14190,2.53,26831,58403,8.6,1015,18657,0.5,2359,3689,0.0,0.0,0.0,0.0,0.0,28.4,1485036,323486,543894,14959,67718,56,429.65,85.1
27149,9735,9726,0.1,9726,5.3,20.7,16.4,50.4,94.0,1.3,1.2,1.6,0.1,1.9,4.0,90.5,81.1,3.4,4.5,91.3,26.6,680,11.9,4149,72.5,16.0,121100,3691,2.42,27442,52819,14.3,330,4152,3.3,620,690,0.0,0.0,0.0,0.0,0.0,25.2,192904,130767,170056,17786,11685,13,563.60,17.3
27151,9546,9783,-2.4,9783,6.0,21.7,21.0,49.5,97.1,0.7,0.6,0.3,0.1,1.2,4.3,93.4,89.7,2.0,4.9,87.8,15.9,857,16.2,4813,74.1,13.9,91000,4308,2.14,24442,45984,10.1,304,3306,5.7,714,832,0.0,0.0,0.0,0.0,0.0,0.0,0,665620,80615,7272,0,7,742.08,13.2
