fips,PST045213,PST040210,PST120213,POP010210,AGE135213,AGE295213,AGE775213,SEX255213,RHI125213,RHI225213,RHI325213,RHI425213,RHI525213,RHI625213,RHI725213,RHI825213,POP715212,POP645212,POP815212,EDU635212,EDU685212,VET605212,LFE305212,HSG010213,HSG445212,HSG096212,HSG495212,HSD410212,HSD310212,INC910212,INC110212,PVY020212,BZA010212,BZA110212,BZA115212,NES010212,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030212,LND110210,POP060210
00000,316128839,308747716,2.4,308745538,6.3,23.3,14.1,50.8,77.7,13.2,1.2,5.3,0.2,2.4,17.1,62.6,84.8,12.9,20.5,85.7,28.5,21853912,25.4,132802859,65.5,25.9,181400,115226802,2.61,28051,53046,14.9,7431808,115938468,2.2,22735915,27092908,7.1,0.9,5.7,0.1,8.3,28.8,5319456312,4174286516,3917663456,12990,613795732,829658,3531905.43,87.4
01000,4833722,4779758,1.1,4779736,6.1,23.0,14.9,51.5,69.8,26.6,0.7,1.3,0.1,1.5,4.1,66.4,84.9,3.5,5.2,82.6,22.3,398343,24.1,2189938,70.2,15.8,122300,1837576,2.54,23587,43160,18.1,97938,1585761,0.8,315382,382350,14.8,0.8,1.8,0.1,1.2,28.1,112858843,52252752,57344851,12364,6426342,13506,50645.33,94.4
01001,55246,54571,1.2,54571,6.1,25.4,13.5,51.5,78.1,18.4,0.5,1.1,0.1,1.7,2.7,75.9,86.3,1.4,3.1,85.1,21.7,6036,25.6,22540,77.7,7.9,137900,19934,2.72,25253,53773,11.6,817,9908,-3.7,2916,4067,15.2,0.0,1.3,0.0,0.7,31.7,0,0,598175,12003,88157,385,594.44,91.8
01003,195540,182265,7.3,182265,5.7,22.4,18.1,51.2,87.3,9.5,0.7,0.9,0.1,1.5,4.6,83.1,82.6,3.7,5.3,88.4,27.7,19903,25.7,105800,74.1,24.4,172900,72751,2.48,26769,50706,13.3,4751,53042,3.2,16390,19035,2.7,0.4,1.0,0.0,1.3,27.3,1410273,0,2966489,17166,436955,1184,1589.78,114.6
01005,27076,27457,-1.4,27457,5.8,21.1,15.9,46.5,50.2,47.6,0.6,0.5,0.2,0.9,4.8,46.3,83.4,2.8,5.1,73.6,14.5,2174,24.6,11733,66.7,9.6,88700,9423,2.60,16532,31889,26.1,478,7005,-7.5,1525,1667,0.0,0.0,0.0,0.0,0.0,27.0,0,0,188337,6334,0,2,884.88,31.0
01007,22512,22919,-1.8,22915,5.3,21.3,14.3,46.0,76.3,22.1,0.4,0.2,0.1,0.9,2.1,74.6,87.9,1.3,1.9,76.1,9.0,1650,28.4,8901,81.0,5.5,91600,7386,2.95,17611,36824,16.5,292,2925,-1.8,1134,1385,14.9,0.0,0.0,0.0,0.0,0.0,0,0,124707,5804,10757,16,622.58,36.8
01009,57872,57322,1.0,57322,6.1,23.8,16.4,50.6,96.0,1.8,0.6,0.3,0.1,1.1,8.7,87.8,87.6,4.7,7.3,75.7,12.4,4245,34.3,23677,81.1,4.5,115200,21031,2.71,21155,45192,14.7,688,6575,3.6,3551,4458,0.0,0.0,0.0,0.0,0.0,23.2,341544,0,319700,5622,20941,6,644.78,88.9
01011,10639,10915,-2.5,10914,6.3,21.0,14.6,45.2,27.2,69.9,0.8,0.3,0.8,1.0,7.8,22.2,85.3,4.6,4.9,70.3,11.9,739,26.3,4434,77.3,10.4,73900,3740,2.75,19822,34500,22.2,112,0,0.0,485,417,0.0,0.0,0.0,0.0,0.0,38.8,0,0,43810,3995,3670,0,622.81,17.5
01013,20265,20946,-3.3,20947,6.1,23.3,17.7,53.4,54.3,43.6,0.4,1.0,0.0,0.7,1.2,53.5,93.6,1.3,2.1,76.3,12.9,1690,24.0,9862,70.4,13.3,73500,8149,2.51,17564,30752,25.7,403,5563,3.9,1148,1769,0.0,0.0,3.3,0.0,0.0,0.0,399132,56712,229277,11326,28427,9,776.83,27.0
01015,116736,118572,-1.5,118572,5.8,22.2,15.5,51.7,76.0,20.9,0.5,0.8,0.1,1.6,3.5,73.1,84.1,2.4,4.8,78.8,16.0,11636,21.8,53053,69.8,13.9,101900,45764,2.51,20881,40093,21.4,2294,34679,-3.9,6430,8713,7.2,0.0,1.6,0.0,0.5,24.7,2679991,0,1542981,13678,186533,71,605.87,195.7
01017,34162,34170,0.0,34215,5.9,21.4,17.8,52.0,58.8,39.1,0.2,0.7,0.1,1.1,2.0,57.4,84.9,1.2,1.7,73.8,11.0,2736,24.1,16829,69.2,11.2,78000,13634,2.48,18478,32181,23.3,528,6444,0.4,2262,1981,0.0,0.0,0.0,0.0,0.0,29.3,667283,0,264650,7620,23237,9,596.53,57.4
01019,26203,25986,0.8,25989,4.8,20.7,20.1,50.4,93.2,4.5,0.5,0.2,0.0,1.5,1.5,91.8,89.1,0.8,1.4,77.1,13.1,2054,27.4,16134,74.4,5.3,99900,11758,2.17,22472,36241,19.5,372,3664,2.1,1563,2180,0.0,0.0,0.0,0.0,0.0,14.5,307439,62293,186321,7613,13948,9,553.70,46.9
01021,43951,43642,0.7,43643,6.5,24.2,14.9,50.8,87.5,10.3,0.5,0.4,0.2,1.1,7.7,80.7,88.6,4.7,7.2,75.7,12.5,3144,32.9,19098,75.1,4.1,103700,16293,2.65,21132,40834,18.6,693,6800,2.3,2699,0,0.0,0.0,0.0,0.0,0.0,0.0,0,155139,359910,8496,34073,17,692.85,63.0
01023,13426,13858,-3.1,13859,5.0,21.0,20.3,52.5,56.2,42.7,0.2,0.3,0.0,0.5,0.7,55.8,92.4,0.3,1.2,74.1,11.9,863,33.6,7186,83.9,3.3,59300,5303,2.58,19354,35123,20.2,271,2859,3.8,831,1102,26.2,0.0,0.0,0.0,0.0,44.1,0,52904,84633,5969,11345,1,913.50,15.2
01025,25207,25840,-2.4,25833,5.5,23.0,17.5,52.7,54.1,44.2,0.4,0.5,0.0,0.8,1.3,53.2,92.5,0.6,1.4,78.4,12.7,1585,24.9,12501,76.1,7.8,84800,9321,2.74,19563,30954,26.4,590,6413,-0.3,1684,2374,0.0,0.0,0.0,0.0,0.0,28.6,571454,85803,344311,13034,23596,8,1238.47,20.9
01027,13486,13932,-3.2,13932,5.4,21.6,19.0,50.8,83.0,14.4,0.6,0.2,0.0,1.8,3.3,80.0,87.0,1.9,3.1,74.2,8.8,1095,29.4,6699,75.3,9.2,80600,5734,2.36,18136,34556,19.8,190,2861,-4.7,782,1005,0.0,0.0,0.0,0.0,0.0,0.0,330878,0,70558,5123,4352,0,603.96,23.1
01029,14994,14972,0.1,14972,5.5,22.6,18.0,50.4,94.7,3.6,0.4,0.2,0.1,1.1,2.2,92.6,88.5,1.2,2.0,74.2,9.5,920,30.6,6644,78.7,5.9,91300,5518,2.67,19049,37244,18.0,156,1626,3.8,911,1280,0.0,0.0,0.0,0.0,0.0,17.7,0,5888,133407,9080,4134,1,560.10,26.7
01031,50938,49948,2.0,49948,6.3,23.7,15.6,50.3,76.7,17.5,1.4,1.5,0.4,2.5,6.6,71.5,83.6,4.7,7.2,81.8,22.6,6153,21.2,22701,70.8,13.9,126400,19002,2.59,23441,44626,17.1,976,12729,2.6,2711,4032,6.0,0.0,1.3,0.0,0.7,29.3,613758,131594,639623,13665,50080,91,678.97,73.6
01033,54520,54428,0.2,54428,5.7,21.7,18.1,51.9,80.8,16.4,0.6,0.5,0.0,1.6,2.5,78.8,86.2,1.7,2.5,83.4,18.0,4419,23.0,25957,72.7,12.4,101500,22290,2.42,22186,40158,16.2,1234,18660,-1.7,3790,4757,0.0,0.0,0.0,0.0,0.0,22.8,2083166,351388,821284,15040,61935,166,592.62,91.8
01035,12887,13228,-2.6,13228,5.5,21.9,19.7,51.7,52.1,46.0,0.4,0.2,0.0,1.3,1.7,51.2,96.8,0.4,1.1,75.8,9.7,1115,24.9,7011,80.2,5.3,74200,4879,2.69,16648,27064,30.4,201,2230,-3.7,669,980,0.0,0.0,0.0,0.0,0.0,23.0,183544,76736,71232,5430,8667,1,850.16,15.6
01037,10898,11544,-5.6,11539,4.6,18.9,18.2,50.2,66.5,31.3,0.7,0.2,0.2,1.2,2.1,65.3,88.6,1.7,2.7,75.8,9.7,951,29.6,6414,83.8,2.1,74500,4573,2.41,18855,37425,20.2,98,955,3.7,392,545,0.0,0.0,0.0,0.0,0.0,0.0,89585,31647,20531,1904,575,0,650.93,17.7
01039,37886,37765,0.3,37765,5.9,22.1,19.6,51.6,84.6,12.7,0.6,0.5,0.0,1.5,1.6,83.4,87.5,1.0,2.3,77.4,13.8,3663,22.7,18674,74.6,5.7,86700,14899,2.50,20153,35321,20.9,841,10752,-0.7,2278,2957,0.0,0.0,0.0,0.0,0.0,0.0,561168,338692,424873,11544,30271,13,1030.46,36.6
01041,13986,13906,0.6,13906,6.2,23.0,17.5,51.5,71.9,24.1,0.5,1.7,0.1,1.6,1.8,70.4,86.4,2.2,2.9,76.3,11.0,1171,29.5,6665,71.9,8.0,70000,5648,2.44,21480,37309,18.4,206,3107,-5.3,818,1027,25.8,0.0,0.0,0.0,0.0,30.2,270809,131874,75456,5491,5640,4,608.84,22.8
01043,80811,80408,0.5,80406,5.9,22.5,17.2,50.4,96.2,1.4,0.6,0.5,0.0,1.2,4.4,92.2,85.2,2.8,4.2,78.8,14.2,6561,26.9,36877,74.4,8.4,104700,31287,2.53,20653,39244,18.6,1716,21412,1.0,5476,7873,1.1,0.0,1.1,0.0,0.0,23.9,1393437,0,867058,10757,102291,48,734.84,109.4
01045,49884,50251,-0.7,50251,6.5,23.7,14.9,50.5,75.3,19.6,0.8,1.3,0.1,2.8,5.7,70.8,77.3,3.9,6.3,84.2,17.5,6943,20.5,22716,60.6,13.4,96100,19609,2.48,22707,45247,16.0,797,12113,-11.1,2323,2951,0.0,0.0,0.0,0.0,0.0,0.0,114991,69341,332503,6889,37229,71,561.15,89.6
01047,41996,43820,-4.2,43820,6.8,25.6,15.3,53.5,29.0,69.6,0.2,0.5,0.0,0.7,0.9,28.5,86.0,0.8,1.5,75.3,13.3,2987,22.8,20112,62.1,19.0,73700,16181,2.66,16907,26178,36.5,764,10525,-2.4,2240,3148,49.1,0.0,4.4,0.0,0.0,28.8,1174763,0,437359,10223,33708,11,978.70,44.8
01049,71013,71115,-0.1,71109,6.3,24.8,15.2,50.7,92.4,2.0,2.1,0.4,0.8,2.2,14.2,80.7,90.2,7.4,11.0,70.5,9.9,4396,22.9,30861,76.8,7.3,89400,25550,2.74,18494,36853,19.5,1079,16216,-2.0,4752,5908,0.0,0.8,0.6,0.0,0.0,25.8,1831626,0,635185,9303,67915,23,777.09,91.5
01051,80902,79296,2.0,79303,6.0,23.2,13.4,51.4,76.2,21.1,0.4,0.7,0.1,1.5,2.8,73.9,85.3,2.2,3.7,86.2,21.1,8224,28.3,32936,77.4,7.4,143900,28143,2.62,24007,55514,13.0,1122,14382,2.0,4927,6513,9.1,0.0,0.0,0.0,0.0,28.3,766344,104885,618313,7982,47884,216,618.49,128.2
01053,37983,38319,-0.9,38319,6.3,22.1,16.2,48.5,62.4,32.2,3.5,0.3,0.1,1.6,2.1,60.7,91.5,1.2,1.1,75.2,12.2,3085,23.3,16320,72.5,8.9,85300,13879,2.54,16294,31075,24.9,746,9879,4.5,2102,2765,9.0,3.2,0.0,0.0,0.0,21.3,665336,93125,379587,10089,31909,4,945.08,40.5
01055,103931,104427,-0.5,104430,5.8,22.3,16.8,51.5,81.3,15.5,0.6,0.8,0.3,1.5,3.6,78.5,84.7,2.1,2.9,81.7,15.2,9170,23.9,47306,72.2,12.1,101200,40560,2.53,20672,37660,18.8,1992,29933,5.1,7012,9147,6.1,0.0,0.0,0.0,0.6,25.7,1252962,518424,1114841,10801,137966,90,534.99,195.2
01057,16909,17241,-1.9,17241,5.5,21.7,19.0,50.4,86.4,11.8,0.4,0.3,0.0,1.1,1.5,85.1,88.1,0.6,1.2,75.8,11.6,1345,27.8,8364,75.3,7.8,72600,7129,2.37,18675,33090,19.1,311,3456,-5.5,1068,1378,5.1,0.0,0.0,0.0,0.0,24.3,186247,22463,130362,7433,10869,0,627.66,27.5
01059,31532,31709,-0.6,31704,6.7,24.4,15.9,50.1,92.3,4.3,1.5,0.3,0.1,1.5,15.4,78.7,85.6,8.0,12.9,73.1,12.2,2066,25.7,13956,69.7,11.4,82000,12445,2.51,19282,37235,19.8,529,10188,4.3,1888,2357,0.0,0.0,0.0,0.0,0.0,23.2,671954,67398,269096,8786,25389,8,633.82,50.0
01061,26727,26790,-0.2,26790,5.7,22.2,18.6,51.0,87.2,9.8,0.9,0.4,0.1,1.7,3.4,84.3,84.7,2.1,3.6,75.3,10.9,2364,25.5,12572,71.2,6.3,79400,10985,2.41,19393,33618,20.0,392,3688,-5.0,1600,1736,0.0,0.0,0.0,0.0,0.0,0.0,153342,231687,170044,6612,10402,7,574.41,46.6
01063,8744,9045,-3.3,9045,6.0,23.2,17.2,52.3,18.7,80.2,0.2,0.3,0.0,0.6,1.0,18.2,90.6,0.2,0.7,75.6,11.6,468,26.5,4955,70.3,11.3,77200,3257,2.77,15062,23777,32.9,100,1186,7.6,594,657,60.3,0.0,0.0,0.0,0.0,36.1,0,0,33639,3697,1226,4,647.11,14.0
01065,15406,15760,-2.2,15760,6.2,23.3,16.9,52.5,41.0,57.9,0.2,0.3,0.0,0.6,1.1,40.2,90.0,0.9,2.5,73.2,11.7,1114,26.8,7587,76.1,6.3,80300,5965,2.58,17210,29409,27.7,190,1962,-8.8,841,882,0.0,0.0,0.0,0.0,0.0,0.0,0,0,86735,4794,3136,14,643.94,24.5
01067,17296,17302,0.0,17302,5.4,21.4,20.1,51.8,70.1,27.5,0.4,0.8,0.0,1.1,2.5,68.2,91.6,2.9,4.7,79.0,15.8,1532,28.2,8902,78.1,4.6,100400,6905,2.47,20897,40680,16.0,297,2821,3.0,1035,1091,0.0,0.0,0.0,0.0,0.0,18.2,425821,0,92574,5559,7415,22,561.75,30.8
01069,103668,101547,2.1,101547,6.4,24.0,15.6,52.0,70.4,26.4,0.5,0.9,0.1,1.8,3.3,67.7,86.2,2.3,4.3,83.3,19.3,9431,20.4,45958,65.7,14.4,122000,38732,2.59,23375,41828,17.7,2733,42935,-1.2,6914,10151,12.1,0.0,1.4,0.0,1.3,25.5,1310677,0,1909615,19608,177224,525,579.82,175.1
01071,52951,53226,-0.5,53227,5.4,22.0,18.1,50.7,91.8,3.4,1.6,0.5,0.1,2.6,2.8,89.8,90.9,2.1,3.3,74.9,13.2,3925,26.2,24599,75.8,6.8,92000,21197,2.49,20101,37059,16.2,868,11944,2.2,3133,4337,0.0,4.3,0.0,0.0,0.0,26.8,1525396,0,410988,7784,39315,17,1077.87,49.4
01073,659479,658474,0.2,658466,6.6,23.2,13.9,52.7,54.2,42.8,0.3,1.5,0.1,1.1,3.8,51.0,83.5,4.3,6.0,87.2,29.3,48171,23.4,303177,65.2,24.4,142300,259255,2.48,26760,45415,17.0,16271,312977,-0.2,45994,55470,23.4,0.4,2.4,0.0,1.3,29.8,10260950,13756797,11066328,16730,1268154,2330,1111.28,592.5
01075,14236,14564,-2.3,14564,5.2,22.1,19.9,51.2,87.0,11.4,0.2,0.1,0.0,1.4,1.4,85.7,88.5,0.5,0.8,76.3,10.2,1251,23.1,7287,71.9,9.4,69900,6107,2.32,21410,35271,20.1,246,2813,2.0,968,1340,0.0,0.0,0.0,0.0,0.0,25.8,234908,0,70780,4887,6008,0,604.85,24.1
01077,92797,92709,0.1,92709,5.3,20.6,17.9,52.1,87.0,10.2,0.5,0.8,0.1,1.4,2.4,85.0,85.6,2.0,3.2,83.2,21.9,7277,23.9,44075,70.7,15.2,111900,38301,2.36,22833,40701,17.9,1984,24995,2.1,6694,8317,5.5,0.0,0.8,0.0,0.0,27.6,1083658,514555,1131585,12783,136587,290,667.70,138.8
01079,33587,34339,-2.2,34339,5.5,21.9,16.3,51.4,78.1,11.4,5.8,0.2,0.0,4.4,2.1,76.5,89.6,1.3,2.1,77.9,13.0,2207,26.9,15083,79.7,5.9,96600,13441,2.52,20315,39526,16.1,411,4515,-4.6,1989,2289,0.0,0.0,0.0,0.0,1.1,0.0,0,23787,166958,4889,22719,0,690.68,49.7
01081,150933,140296,7.6,140247,5.7,21.9,9.9,50.5,71.4,23.5,0.4,3.1,0.1,1.5,3.9,68.3,76.2,4.9,6.8,86.0,31.3,10157,21.0,64612,63.0,23.2,149300,55350,2.45,23162,43189,21.1,2457,37520,5.5,9233,10319,16.2,0.0,2.0,0.4,0.0,28.2,0,0,1451634,11099,201205,706,607.54,230.8
01083,88845,82782,7.3,82782,6.1,23.5,13.5,49.6,82.4,13.2,0.8,1.4,0.2,2.0,5.8,77.7,87.7,4.3,6.3,81.1,21.9,7205,26.0,35196,77.2,8.7,132500,31186,2.54,24872,48197,13.3,1299,15102,11.1,5373,5914,4.8,1.1,0.8,0.0,1.3,25.8,947299,248292,723200,9785,68140,88,559.94,147.8
01085,10703,11299,-5.3,11299,6.7,23.4,16.6,52.4,25.6,73.1,0.2,0.3,0.0,0.8,1.1,25.2,90.4,0.2,0.8,76.2,14.2,724,31.0,5053,74.3,8.7,70200,4252,2.64,17895,28023,23.6,106,1859,-13.3,764,682,57.3,0.0,0.0,0.0,0.0,35.2,1156888,0,103636,8184,595,4,715.91,15.8
01087,19688,21450,-8.2,21452,5.0,19.0,16.5,53.9,16.7,81.5,0.2,0.3,0.0,1.3,1.5,16.1,84.1,0.8,4.1,79.6,19.5,1835,22.9,10177,67.5,15.3,77500,8094,2.34,16402,27957,28.1,209,5213,-1.1,1236,1584,66.7,0.0,0.0,0.0,0.0,0.0,0,0,87509,3932,19354,3,608.89,35.2
01089,346892,334811,3.6,334811,5.9,22.7,13.3,51.1,69.6,24.5,0.8,2.5,0.1,2.4,4.7,65.7,84.7,5.4,7.1,89.5,37.8,34377,20.9,152226,70.0,21.3,163300,131263,2.49,31367,58242,12.4,8162,152122,1.7,22745,26467,12.3,1.4,3.5,0.0,1.3,29.2,8650700,2970410,4438653,14145,596324,2259,801.59,417.7
01091,20155,21029,-4.2,21027,6.0,23.1,18.3,52.9,47.4,51.1,0.2,0.3,0.2,0.8,2.2,45.8,87.3,0.7,1.1,83.0,17.7,1593,21.3,10150,71.2,9.6,89500,8580,2.41,20208,34515,22.8,480,5773,3.4,1085,1604,0.0,0.0,0.0,0.0,0.0,21.4,542135,64589,197221,9274,16684,1,976.88,21.5
01093,30334,30777,-1.4,30776,5.2,21.1,19.8,50.4,94.0,4.2,0.4,0.3,0.1,1.1,2.5,91.8,85.8,1.1,2.0,71.7,8.7,2398,23.7,14619,75.2,10.4,76400,12727,2.33,18610,31970,20.9,549,7624,15.1,1836,2224,0.0,0.0,0.0,0.0,0.0,0.0,794483,162519,209924,7116,19081,7,742.29,41.5
01095,94760,93019,1.9,93019,6.8,24.7,15.9,50.9,94.0,2.3,1.1,0.7,0.3,1.6,12.9,82.6,85.9,8.0,11.1,74.6,15.3,7446,24.4,40147,72.0,9.4,109800,34396,2.67,20480,38649,20.0,1802,30290,-2.6,6908,8700,0.0,0.0,0.9,0.0,1.0,24.9,3029491,1138701,1357696,15434,103539,40,565.84,164.4
01097,414079,413002,0.3,412992,6.7,24.1,14.1,52.1,60.3,35.3,1.0,1.9,0.1,1.5,2.6,58.2,86.1,3.2,5.0,83.6,20.3,35202,24.1,180493,67.1,17.2,125400,156772,2.57,22581,42973,19.5,8586,148222,-0.5,30184,34836,18.8,0.0,2.4,0.0,1.2,29.5,12407151,3268730,5225494,12895,562436,896,1229.44,335.9
01099,22236,23070,-3.6,23068,5.7,24.0,17.3,52.3,55.4,41.3,1.3,0.4,0.0,1.6,1.1,54.6,92.4,1.2,2.0,75.9,9.9,1240,23.5,11209,75.5,6.2,76600,8707,2.62,16943,30996,26.0,383,5121,-1.3,1272,2257,23.6,0.0,0.0,0.0,0.0,24.5,1251911,92815,212618,9342,14796,2,1025.68,22.5
01101,226659,229363,-1.2,229363,6.8,24.2,12.9,52.5,39.5,56.3,0.3,2.4,0.1,1.3,3.4,36.9,79.2,4.3,5.7,85.3,30.9,20800,19.5,102889,62.1,22.6,123500,88749,2.49,24765,44401,20.4,5568,100334,1.4,15952,21463,35.6,0.7,2.4,0.0,1.3,30.9,7956627,3275567,3238175,14351,402861,645,784.25,292.5
01103,119787,119488,0.3,119490,6.1,23.2,15.5,50.8,83.8,12.4,1.1,0.7,0.1,1.9,7.8,76.9,87.0,5.3,7.5,82.0,19.5,9801,23.1,51226,71.6,14.9,121100,46058,2.55,23809,45852,15.1,2618,41718,-2.2,7449,10034,5.9,1.8,1.0,0.0,0.0,21.3,0,1213925,1637628,14222,154700,142,579.34,206.3
01105,10020,10581,-5.3,10591,6.0,23.1,17.2,53.2,31.2,67.6,0.2,0.4,0.0,0.6,1.3,30.3,89.3,0.6,1.2,72.3,11.0,714,26.2,4663,62.5,12.0,63500,3509,2.80,14527,31008,26.9,127,1510,5.3,476,854,55.7,0.0,0.0,0.0,0.0,41.3,0,10360,34121,3181,2632,0,719.66,14.7
01107,19401,19746,-1.7,19746,5.5,21.8,18.1,52.0,57.3,40.9,0.2,0.3,0.4,1.0,2.2,55.8,92.3,0.9,2.7,77.5,9.8,1494,30.6,9388,71.4,9.7,82500,8022,2.41,17024,28762,27.4,278,2741,0.9,1151,1268,0.0,0.0,0.0,0.0,0.0,10.0,107619,36581,113222,5805,6302,2,881.41,22.4
01109,33339,32899,1.3,32899,5.8,19.9,13.8,51.9,58.8,36.8,0.7,2.1,0.1,1.5,2.3,57.2,78.2,4.3,6.3,81.6,22.5,2429,19.7,15661,56.5,18.2,101600,12987,2.38,19380,31702,27.1,627,10857,4.1,1929,2527,0.0,0.0,0.0,0.0,0.0,0.0,0,0,367926,12189,45692,432,672.09,48.9
01111,22727,22914,-0.8,22913,5.6,22.1,18.8,51.5,77.7,20.1,0.5,0.3,0.1,1.3,3.2,74.9,86.7,1.4,3.2,71.6,11.9,1671,27.9,11869,73.3,5.4,89100,8801,2.54,19817,35074,23.1,337,3481,-0.3,1420,1550,7.1,0.0,0.0,0.0,0.0,0.0,401677,26751,161410,7209,9241,0,580.55,39.5
01113,59585,52949,12.5,52947,7.8,25.2,12.2,51.0,53.8,42.3,0.5,0.8,0.3,2.3,4.9,50.3,79.8,1.6,3.9,78.4,14.7,5492,22.9,26411,61.9,18.1,102000,20904,2.55,18792,33591,22.2,811,10688,0.8,3478,3823,33.9,0.0,0.0,0.0,1.0,32.4,0,0,428236,8526,56392,646,641.14,82.6
01115,86308,83598,3.2,83593,6.2,23.2,14.7,50.1,88.1,9.3,0.4,0.8,0.1,1.3,2.3,86.2,86.3,1.9,2.3,80.7,14.9,6924,29.2,35483,81.0,5.1,132600,30970,2.63,23144,49652,14.8,1259,15118,17.5,5256,6061,2.4,1.0,1.4,0.0,0.0,28.1,985409,317458,581324,7404,70254,79,631.90,132.3
01117,204180,195078,4.7,195085,6.1,24.7,12.4,51.2,84.4,11.8,0.4,2.1,0.1,1.3,6.0,78.8,86.6,6.1,8.2,91.5,40.5,13858,29.4,82471,79.6,11.8,196000,73624,2.62,34081,69379,7.7,4798,74570,-0.4,15459,18393,5.7,0.6,0.0,0.0,2.0,30.5,1723017,4385596,2520488,13737,301893,844,784.93,248.5
01119,13361,13763,-2.9,13763,4.7,19.8,15.9,54.7,25.5,73.5,0.1,0.4,0.0,0.5,1.0,24.9,86.4,0.2,1.3,75.4,15.3,700,24.5,6708,65.0,15.3,76800,4966,2.67,13951,22655,38.1,211,2743,3.3,815,730,57.5,0.0,0.0,0.0,0.0,0.0,0,76499,59636,4494,8199,2,903.89,15.2
01121,81096,82291,-1.5,82291,5.6,22.4,15.7,51.3,65.5,32.3,0.4,0.4,0.0,1.4,2.2,63.8,84.0,1.2,2.3,77.9,12.3,6937,24.2,36930,70.0,10.8,90400,31555,2.50,18744,35209,22.9,1264,22681,5.0,4095,4872,0.0,0.0,1.5,0.0,0.0,26.6,9054200,0,730728,9113,67078,51,736.78,111.7
01123,41203,41618,-1.0,41616,5.8,21.4,19.0,51.5,70.9,27.1,0.4,0.5,0.0,1.1,2.5,69.0,85.4,1.9,2.9,77.8,15.5,3716,23.7,21953,72.2,9.7,94600,16339,2.50,21609,38611,19.5,753,10348,7.0,2434,3528,13.0,0.0,0.0,0.0,0.0,35.0,0,0,362304,8881,28222,68,716.52,58.1
01125,200821,194653,3.2,194656,6.0,21.0,11.4,51.6,66.5,30.7,0.3,1.4,0.1,1.1,3.2,63.7,81.2,3.4,5.9,85.8,26.6,12207,21.5,86549,64.0,27.2,152300,67919,2.72,22487,43996,19.2,4015,70776,1.0,11368,14729,13.3,0.9,0.0,0.0,0.0,22.5,10852479,760623,2445850,13664,327429,901,1321.76,147.3
01127,65998,67023,-1.5,67023,5.9,22.2,17.7,51.4,91.6,6.2,0.5,0.3,0.1,1.3,2.3,89.6,86.3,1.1,1.5,76.1,10.3,5546,28.9,30492,75.9,5.9,83600,26025,2.53,20689,37408,19.8,1303,15045,1.2,3577,5365,0.0,0.0,0.6,0.0,0.0,23.8,314804,256377,903643,13162,73895,9,791.19,84.7
01129,16877,17583,-4.0,17581,5.1,22.8,16.5,51.2,66.3,24.5,7.7,0.1,0.1,1.3,1.3,65.4,92.2,0.5,1.5,79.9,9.5,1070,31.6,8325,85.3,2.3,85800,6695,2.58,20797,42256,17.1,224,6041,80.0,1042,1288,0.0,0.0,0.0,0.0,0.0,25.6,1153449,32856,76343,4458,0,1,1080.21,16.3
01131,11307,11665,-3.1,11670,5.8,25.3,17.0,52.3,27.9,71.2,0.2,0.1,0.0,0.6,0.9,27.5,93.4,0.1,1.2,71.3,11.1,492,23.4,5571,78.1,6.0,58300,3624,3.15,13163,24212,39.4,193,1758,-4.2,640,928,66.2,0.0,0.0,0.0,0.0,37.6,0,21337,75708,6018,12949,0,888.50,13.1
01133,24146,24483,-1.4,24484,4.9,21.0,19.6,51.0,96.5,0.9,0.8,0.3,0.2,1.3,2.7,94.4,83.8,1.1,1.9,69.9,11.7,1856,27.6,13311,73.9,6.0,80500,9544,2.52,19099,32830,24.2,454,6608,0.5,1686,2380,0.0,0.0,0.0,0.0,0.0,19.6,797845,165638,166709,6853,16564,5,612.98,39.9
02000,735132,710231,3.5,710231,7.5,25.6,9.0,47.6,67.3,3.9,14.7,5.8,1.2,7.1,6.6,62.5,79.7,6.9,16.3,91.6,27.5,72090,18.6,307399,64.4,24.2,237900,252991,2.71,32537,69917,9.6,20427,258219,1.3,53188,68728,1.5,10.0,3.1,0.3,0.0,25.9,8204030,4563605,9303387,13635,1851293,994,570640.95,1.2
02013,3092,3141,-1.6,3141,3.0,10.6,7.0,32.6,24.7,7.7,21.8,41.4,0.7,3.7,13.5,12.9,72.0,58.9,68.4,79.6,15.7,92,4.3,744,57.1,16.9,120900,394,2.33,24932,58125,16.5,62,0,0.0,223,188,0.0,71.8,0.0,0.0,0.0,0.0,0,0,9326,3309,0,0,6981.94,0.4
02016,5511,5561,-0.9,5561,3.3,12.7,5.0,32.3,40.5,7.4,13.8,31.1,2.3,4.8,14.6,29.2,79.3,35.0,46.8,79.0,12.0,407,6.2,1929,33.4,47.2,204700,991,3.28,32014,77292,10.5,116,4579,-0.7,256,285,0.0,0.0,0.0,0.0,0.0,26.3,634809,62073,46785,9823,14684,1,4390.28,1.3
02020,300950,291826,3.1,291826,7.4,25.1,8.5,48.6,66.6,6.3,8.1,8.9,2.3,7.8,8.6,60.5,78.3,9.3,17.2,92.3,32.8,30854,19.0,113746,61.3,34.4,277100,105517,2.69,36145,76495,7.7,8557,145850,1.2,19347,26726,2.5,5.7,5.3,0.0,3.1,30.2,0,2914025,4482714,16096,933301,532,1704.68,171.2
